0,Gasoline plate compactor 6.5HP مدحلة طبابة بنزين وزن 90 كيلو,390.00 ,500.00 
0,Total TPVP1381 Vibrator poker بربيش رجاج باطون,65.00 ,90.00 
0,Total TP9361-2 Gasoline power trowel 6.5 HP ماكنة صقل باطون,425.00 ,550.00 
0,TOTAL TP630-2 Gasoline concrete vibrator 4.0Kw  رجاج باطون بنزين مع بربيش,231.00 ,338.00 
0,مولدات,,
0,TOTAL TP18001 Gasoline Generator 800W مولد كهرباء بنزين,85.00 ,115.00 
0,Total TP530001 Inverter gasoline generator مولد بنزين صامت 2.2 كيلو واط,470.00 ,630.00 
0,TOTAL TP130005 Gasoline generator 3kw مولد كهرباء بنزين,197.00 ,255.00 
0,Total TP130005-1 Gasoline generator مولد بنزين 3 كيلو واط مع تشغيل بطارية,235.00 ,325.00 
0,TOTAL TP450001 Diesel generator 5.5kw مولد كهرباء ديزل,700.00 ,825.00 
0,Total TP250001 Silent diesel generator مولد ديزل صامت 5 كيلو واط,830.00 ,1102.00 
0,Total TP175006 Gasoline generator 7.5KW مولد كهرباء بنزين,550.00 ,647.00 
0,TOTAL TP155001 Gasoline generator 5.5kw مولد كهرباء بنزين,470.00 ,630.00 
0,TOTAL TP165006 GASOLINE GENERATOR 6.5KVA مولد بنزين,500.00 ,649.00 
0,Total TP1150006 Gasoline generator مولد 12 كيلو بنزين,1600.00 ,2250.00 
0,Total TP446001 Diesel generator and welder 4600 واط مولد مع ماكنة لحام 180 امبير,850.00 ,1200.00 
0,عدد الهواء,,
0,Total THT118302  Air grease lubricator 30L برميل شحمة على الهواء,145.00 ,210.00 
0,Total TCS1075248 AIR COMPRESSOR SILENT AND OIL FREE كمبريسر هواء 24 لتر صامت بدون زيت,100.00 ,130.00 
0,Total TCS1120508 AIR COMPRESSOR SILENT AND OIL FREE كمبريسر هواء 50 لتر صامت بدون زيت,150.00 ,205.00 
0,Total TCS2240508 AIR COMPRESSOR SILENT AND OIL FREE كمبريسر هواء 50 لتر راسين صامت بدون زيت,230.00 ,285.00 
0,Total TCS2241008 AIR COMPRESSOR SILENT AND OIL FREE كمبريسر هواء 100 لتر راسين صامت بدون زيت,280.00 ,365.00 
0,TOTAL TAT20751 Washing gun 0.75L فرد غسيل ديزل,6.30 ,8.65 
0,TOTAL TAT3031 Air blow gun فرد تنفيخ هواء,2.45 ,3.40 
0,TOTAL THT111051 Grease Gun 400cc  مطس شحمة,8.80 ,11.25 
0,Total THT111062 Grease gun فرد شحمة صناعي ثقيل جدا,15.00 ,19.50 
0,TOTAL TATK051 AIR TOOLS OF COMPRESSORS طقم هواء 5 قطع,24.20 ,36.00 
0,TOTAL TAT11001 Spray gun 1000cc فرد دهان,12.00 ,17.00 
